CO_REGSAUD;DS_NOME;Ano;Pop_0a5;Pop_6a9;Pop_10a14;Pop_15a64;Pop_65emais;Pop_Total;PopH_0a5;PopH_6a9;PopH_10a14;PopH_15a64;PopH_65emais;PopH_Total;PopM_0a5;PopM_6a9;PopM_10a14;PopM_15a64;PopM_65emais;PopM_Total;p_Pop_0a5;p_Pop_6a9;p_Pop_10a14;p_Pop_15a64;p_Pop_65emais;p_PopH_0a5;p_PopH_6a9;p_PopH_10a14;p_PopH_15a64;p_PopH_65emais;p_PopM_0a5;p_PopM_6a9;p_PopM_10a14;p_PopM_15a64;p_PopM_65emais
24007;7ª Região de Saúde - Metropolitana;2000;114283;74215;101816;639484;51099;980897;58366;37386;50774;298823;20719;466068;55917;36829;51042;340661;30380;514829;11,65;7,57;10,38;65,19;5,21;12,52;8,02;10,89;64,12;4,45;10,86;7,15;9,91;66,17;5,90
24008;8ª Região de Saúde - Açu;2000;15542;10096;15420;79242;9144;129444;7936;5134;7853;39388;4373;64684;7606;4962;7567;39854;4771;64760;12,01;7,80;11,91;61,22;7,06;12,27;7,94;12,14;60,89;6,76;11,74;7,66;11,68;61,54;7,37
25001;1ª Região Mata Atlântica;2000;116885;77936;104530;655568;56378;1011297;59258;39361;52464;308462;22829;482374;57627;38575;52066;347106;33549;528923;11,56;7,71;10,34;64,82;5,57;12,28;8,16;10,88;63,95;4,73;10,90;7,29;9,84;65,63;6,34
25002;2ª Região;2000;37054;25722;35229;168744;25909;292658;18780;12975;17896;82116;12074;143841;18274;12747;17333;86628;13835;148817;12,66;8,79;12,04;57,66;8,85;13,06;9,02;12,44;57,09;8,39;12,28;8,57;11,65;58,21;9,30
25003;3ª Região;2000;21930;15533;21290;104118;16097;178968;11079;7849;10716;50575;7324;87543;10851;7684;10574;53543;8773;91425;12,25;8,68;11,90;58,18;8,99;12,66;8,97;12,24;57,77;8,37;11,87;8,40;11,57;58,56;9,60
25004;4ª Região;2000;12474;7968;12186;57141;8640;98409;6315;4092;6125;28235;4154;48921;6159;3876;6061;28906;4486;49488;12,68;8,10;12,38;58,06;8,78;12,91;8,36;12,52;57,72;8,49;12,45;7,83;12,25;58,41;9,06
25005;5ª Região;2000;12249;8336;12461;64331;10593;107970;6195;4262;6373;31713;4988;53531;6054;4074;6088;32618;5605;54439;11,34;7,72;11,54;59,58;9,81;11,57;7,96;11,91;59,24;9,32;11,12;7,48;11,18;59,92;10,30
25006;6ª Região;2000;24998;16317;24419;127074;15612;208420;12673;8287;12375;60945;7071;101351;12325;8030;12044;66129;8541;107069;11,99;7,83;11,72;60,97;7,49;12,50;8,18;12,21;60,13;6,98;11,51;7,50;11,25;61,76;7,98
25007;7ª Região;2000;17881;12659;18518;88219;9948;147225;9056;6492;9304;42677;4754;72283;8825;6167;9214;45542;5194;74942;12,15;8,60;12,58;59,92;6,76;12,53;8,98;12,87;59,04;6,58;11,78;8,23;12,29;60,77;6,93
25008;8ª Região;2000;12065;8298;11687;63200;7167;102417;6223;4280;6034;30747;3434;50718;5842;4018;5653;32453;3733;51699;11,78;8,10;11,41;61,71;7,00;12,27;8,44;11,90;60,62;6,77;11,30;7,77;10,93;62,77;7,22
25009;9ª Região;2000;18222;12678;18557;95421;12291;157169;9297;6340;9340;45902;5833;76712;8925;6338;9217;49519;6458;80457;11,59;8,07;11,81;60,71;7,82;12,12;8,26;12,18;59,84;7,60;11,09;7,88;11,46;61,55;8,03
25010;10ª Região;2000;11017;7822;11673;67754;8062;106328;5583;3987;5868;32539;3875;51852;5434;3835;5805;35215;4187;54476;10,36;7,36;10,98;63,72;7,58;10,77;7,69;11,32;62,75;7,47;9,98;7,04;10,66;64,64;7,69
25011;11ª Região;2000;10612;7209;10580;43784;5072;77257;5343;3632;5414;21253;2400;38042;5269;3577;5166;22531;2672;39215;13,74;9,33;13,69;56,67;6,57;14,05;9,55;14,23;55,87;6,31;13,44;9,12;13,17;57,46;6,81
25012;12ª Região;2000;20863;14472;19264;95258;13608;163465;10499;7341;9785;46891;6233;80749;10364;7131;9479;48367;7375;82716;12,76;8,85;11,78;58,27;8,32;13,00;9,09;12,12;58,07;7,72;12,53;8,62;11,46;58,47;8,92
25013;13ª Região;2000;6162;4370;6393;35370;4704;56999;3096;2236;3236;16892;2272;27732;3066;2134;3157;18478;2432;29267;10,81;7,67;11,22;62,05;8,25;11,16;8,06;11,67;60,91;8,19;10,48;7,29;10,79;63,14;8,31
25014;14ª Região;2000;17198;11632;15227;74838;9634;128529;8764;5848;7772;37490;4435;64309;8434;5784;7455;37348;5199;64220;13,38;9,05;11,85;58,23;7,50;13,63;9,09;12,09;58,30;6,90;13,13;9,01;11,61;58,16;8,10
25015;15ª Região;2000;18069;12944;17084;77518;11368;136983;9081;6413;8560;38049;5377;67480;8988;6531;8524;39469;5991;69503;13,19;9,45;12,47;56,59;8,30;13,46;9,50;12,69;56,39;7,97;12,93;9,40;12,26;56,79;8,62
25016;16ª Região;2000;54978;37160;50799;293688;33106;469731;28076;18854;25589;138244;13777;224540;26902;18306;25210;155444;19329;245191;11,70;7,91;10,81;62,52;7,05;12,50;8,40;11,40;61,57;6,14;10,97;7,47;10,28;63,40;7,88
26001;Afogados da Ingazeira;2000;20811;14036;21035;103024;13746;172652;10381;7014;10616;50125;6507;84643;10430;7022;10419;52899;7239;88009;12,05;8,13;12,18;59,67;7,96;12,26;8,29;12,54;59,22;7,69;11,85;7,98;11,84;60,11;8,23
26002;Arcoverde;2000;45714;29283;41510;191637;21970;330114;22827;14669;20896;92765;10208;161365;22887;14614;20614;98872;11762;168749;13,85;8,87;12,57;58,05;6,66;14,15;9,09;12,95;57,49;6,33;13,56;8,66;12,22;58,59;6,97
26003;Caruaru;2000;136193;88392;118123;649522;80897;1073127;68923;44515;59154;311569;37033;521194;67270;43877;58969;337953;43864;551933;12,69;8,24;11,01;60,53;7,54;13,22;8,54;11,35;59,78;7,11;12,19;7,95;10,68;61,23;7,95
26004;Garanhuns;2000;66039;41617;58061;280989;35767;482473;33277;21014;28984;135355;16100;234730;32762;20603;29077;145634;19667;247743;13,69;8,63;12,03;58,24;7,41;14,18;8,95;12,35;57,66;6,86;13,22;8,32;11,74;58,78;7,94
26005;Goiana;2000;37454;25600;33229;179357;18430;294070;19036;12934;16941;87654;8705;145270;18418;12666;16288;91703;9725;148800;12,74;8,71;11,30;60,99;6,27;13,10;8,90;11,66;60,34;5,99;12,38;8,51;10,95;61,63;6,54
26006;Limoeiro;2000;64673;44017;60093;327236;36175;532194;32843;22403;30248;157841;16851;260186;31830;21614;29845;169395;19324;272008;12,15;8,27;11,29;61,49;6,80;12,62;8,61;11,63;60,66;6,48;11,70;7,95;10,97;62,28;7,10
26007;Ouricuri;2000;44861;26623;38613;169447;17107;296651;22795;13443;19361;83722;8059;147380;22066;13180;19252;85725;9048;149271;15,12;8,97;13,02;57,12;5,77;15,47;9,12;13,14;56,81;5,47;14,78;8,83;12,90;57,43;6,06
26008;Palmares;2000;72453;48165;63998;308928;29035;522579;36657;24206;32339;152275;14618;260095;35796;23959;31659;156653;14417;262484;13,86;9,22;12,25;59,12;5,56;14,09;9,31;12,43;58,55;5,62;13,64;9,13;12,06;59,68;5,49
26009;Petrolina;2000;48596;30121;40166;208493;14204;341580;24590;15320;20343;101627;6392;168272;24006;14801;19823;106866;7812;173308;14,23;8,82;11,76;61,04;4,16;14,61;9,10;12,09;60,39;3,80;13,85;8,54;11,44;61,66;4,51
26010;Recife;2000;383607;257381;347857;2352798;195996;3537639;195216;130531;175503;1102166;76639;1680055;188391;126850;172354;1250632;119357;1857584;10,84;7,28;9,83;66,51;5,54;11,62;7,77;10,45;65,60;4,56;10,14;6,83;9,28;67,33;6,43
26011;Salgueiro;2000;17863;11389;16004;75368;8040;128664;9062;5716;8176;36506;3578;63038;8801;5673;7828;38862;4462;65626;13,88;8,85;12,44;58,58;6,25;14,38;9,07;12,97;57,91;5,68;13,41;8,64;11,93;59,22;6,80
26012;Serra Talhada;2000;26521;17428;25630;122205;14817;206601;13300;8675;12780;58866;6808;100429;13221;8753;12850;63339;8009;106172;12,84;8,44;12,41;59,15;7,17;13,24;8,64;12,73;58,61;6,78;12,45;8,24;12,10;59,66;7,54
27001;1ª Região de Saúde;2000;129322;79676;103154;645109;43900;1001161;65735;40477;51286;302254;17585;477337;63587;39199;51868;342855;26315;523824;12,92;7,96;10,30;64,44;4,38;13,77;8,48;10,74;63,32;3,68;12,14;7,48;9,90;65,45;5,02
27002;2ª Região de Saúde;2000;23529;14342;17272;81569;6665;143377;11808;7189;8707;41764;3507;72975;11721;7153;8565;39805;3158;70402;16,41;10,00;12,05;56,89;4,65;16,18;9,85;11,93;57,23;4,81;16,65;10,16;12,17;56,54;4,49
27003;3ª Região de Saúde;2000;32166;19551;25043;114884;10941;202585;16221;9843;12559;57498;5539;101660;15945;9708;12484;57386;5402;100925;15,88;9,65;12,36;56,71;5,40;15,96;9,68;12,35;56,56;5,45;15,80;9,62;12,37;56,86;5,35
27004;4ª Região de Saúde;2000;20811;13108;16859;80250;7606;138634;10458;6561;8463;40092;3704;69278;10353;6547;8396;40158;3902;69356;15,01;9,46;12,16;57,89;5,49;15,10;9,47;12,22;57,87;5,35;14,93;9,44;12,11;57,90;5,63
27005;5ª Região de Saúde;2000;30238;19398;25029;119578;8015;202258;15110;9552;12607;59280;3897;100446;15128;9846;12422;60298;4118;101812;14,95;9,59;12,37;59,12;3,96;15,04;9,51;12,55;59,02;3,88;14,86;9,67;12,20;59,22;4,04
27006;6ª Região de Saúde;2000;24942;16204;21777;100316;9568;172807;12602;8184;10972;49851;4402;86011;12340;8020;10805;50465;5166;86796;14,43;9,38;12,60;58,05;5,54;14,65;9,52;12,76;57,96;5,12;14,22;9,24;12,45;58,14;5,95
27007;7ª Região de Saúde;2000;65504;41652;55699;263261;22585;448701;32911;21028;27718;127550;10400;219607;32593;20624;27981;135711;12185;229094;14,60;9,28;12,41;58,67;5,03;14,99;9,58;12,62;58,08;4,74;14,23;9,00;12,21;59,24;5,32
27008;8ª Região de Saúde;2000;19663;13051;18603;90942;10335;152594;9937;6522;9308;43635;4652;74054;9726;6529;9295;47307;5683;78540;12,89;8,55;12,19;59,60;6,77;13,42;8,81;12,57;58,92;6,28;12,38;8,31;11,83;60,23;7,24
27009;9ª Região de Saúde;2000;37262;22200;29339;117616;12480;218897;18691;11052;14641;57841;5760;107985;18571;11148;14698;59775;6720;110912;17,02;10,14;13,40;53,73;5,70;17,31;10,23;13,56;53,56;5,33;16,74;10,05;13,25;53,89;6,06
27010;10ª Região de Saúde;2000;22036;13933;18868;78705;8065;141607;11102;7029;9410;38397;3651;69589;10934;6904;9458;40308;4414;72018;15,56;9,84;13,32;55,58;5,70;15,95;10,10;13,52;55,18;5,25;15,18;9,59;13,13;55,97;6,13
28001;Aracaju;2000;70404;45586;63219;400644;28375;608228;35762;23056;31655;186899;10882;288254;34642;22530;31564;213745;17493;319974;11,58;7,49;10,39;65,87;4,67;12,41;8,00;10,98;64,84;3,78;10,83;7,04;9,86;66,80;5,47
28002;Estância;2000;30731;19890;26130;122363;10643;209757;15598;10014;13408;61107;4978;105105;15133;9876;12722;61256;5665;104652;14,65;9,48;12,46;58,34;5,07;14,84;9,53;12,76;58,14;4,74;14,46;9,44;12,16;58,53;5,41
28003;Itabaiana;2000;28090;17885;23634;126360;12926;208895;14346;9292;11969;62565;6015;104187;13744;8593;11665;63795;6911;104708;13,45;8,56;11,31;60,49;6,19;13,77;8,92;11,49;60,05;5,77;13,13;8,21;11,14;60,93;6,60
28004;Lagarto;2000;29969;19768;26019;131464;14150;221370;15257;9939;13128;64906;6501;109731;14712;9829;12891;66558;7649;111639;13,54;8,93;11,75;59,39;6,39;13,90;9,06;11,96;59,15;5,92;13,18;8,80;11,55;59,62;6,85
28005;Nossa Senhora da Glória;2000;20886;13140;17107;77188;6740;135061;10691;6685;8678;39295;3341;68690;10195;6455;8429;37893;3399;66371;15,46;9,73;12,67;57,15;4,99;15,56;9,73;12,63;57,21;4,86;15,36;9,73;12,70;57,09;5,12
28006;Nossa Senhora do Socorro;2000;37662;23584;30274;156289;9932;257741;19283;11961;15346;76385;4499;127474;18379;11623;14928;79904;5433;130267;14,61;9,15;11,75;60,64;3,85;15,13;9,38;12,04;59,92;3,53;14,11;8,92;11,46;61,34;4,17
28007;Propriá;2000;20259;13214;17876;83261;8813;143423;10172;6635;9033;41591;4034;71465;10087;6579;8843;41670;4779;71958;14,13;9,21;12,46;58,05;6,14;14,23;9,28;12,64;58,20;5,64;14,02;9,14;12,29;57,91;6,64
29001;Alagoinhas;2000;60731;40590;53243;274607;28922;458093;30572;20604;27256;135368;13086;226886;30159;19986;25987;139239;15836;231207;13,26;8,86;11,62;59,95;6,31;13,47;9,08;12,01;59,66;5,77;13,04;8,64;11,24;60,22;6,85
29002;Barreiras;2000;43284;29394;40135;189740;14617;317170;22056;14879;20169;97874;7159;162137;21228;14515;19966;91866;7458;155033;13,65;9,27;12,65;59,82;4,61;13,60;9,18;12,44;60,36;4,42;13,69;9,36;12,88;59,26;4,81
29003;Brumado;2000;44877;32638;45555;240117;28742;391929;22617;16590;23118;120351;13074;195750;22260;16048;22437;119766;15668;196179;11,45;8,33;11,62;61,27;7,33;11,55;8,48;11,81;61,48;6,68;11,35;8,18;11,44;61,05;7,99
29004;Camaçari;2000;49721;32330;42625;242859;12788;380323;25322;16172;21709;120808;5622;189633;24399;16158;20916;122051;7166;190690;13,07;8,50;11,21;63,86;3,36;13,35;8,53;11,45;63,71;2,96;12,80;8,47;10,97;64,00;3,76
29005;Cruz das Almas;2000;27502;18955;27383;144832;16126;234798;14039;9609;13940;70243;6545;114376;13463;9346;13443;74589;9581;120422;11,71;8,07;11,66;61,68;6,87;12,27;8,40;12,19;61,41;5,72;11,18;7,76;11,16;61,94;7,96
29006;Feira de Santana;2000;118452;81272;111858;611950;59321;982853;60290;41271;56548;293856;25614;477579;58162;40001;55310;318094;33707;505274;12,05;8,27;11,38;62,26;6,04;12,62;8,64;11,84;61,53;5,36;11,51;7,92;10,95;62,95;6,67
29007;Guanambi;2000;48995;36083;50189;249289;26962;411518;25015;18480;25419;125578;12593;207085;23980;17603;24770;123711;14369;204433;11,91;8,77;12,20;60,58;6,55;12,08;8,92;12,27;60,64;6,08;11,73;8,61;12,12;60,51;7,03
29008;Ibotirama;2000;25246;17422;23206;97204;11613;174691;12753;8868;11821;50723;5401;89566;12493;8554;11385;46481;6212;85125;14,45;9,97;13,28;55,64;6,65;14,24;9,90;13,20;56,63;6,03;14,68;10,05;13,37;54,60;7,30
29009;Ilhéus;2000;46613;31332;45134;227461;19427;369967;23480;16008;22859;115152;9971;187470;23133;15324;22275;112309;9456;182497;12,60;8,47;12,20;61,48;5,25;12,52;8,54;12,19;61,42;5,32;12,68;8,40;12,21;61,54;5,18
29010;Irecê;2000;50072;33459;45957;223298;20208;372994;25617;16852;23283;113511;9659;188922;24455;16607;22674;109787;10549;184072;13,42;8,97;12,32;59,87;5,42;13,56;8,92;12,32;60,08;5,11;13,29;9,02;12,32;59,64;5,73
29011;Itaberaba;2000;33679;22347;31053;137518;16670;241267;17103;11284;15805;68767;7556;120515;16576;11063;15248;68751;9114;120752;13,96;9,26;12,87;57,00;6,91;14,19;9,36;13,11;57,06;6,27;13,73;9,16;12,63;56,94;7,55
29012;Itabuna;2000;63546;44582;64348;329265;33720;535461;32414;22485;32463;161971;16744;266077;31132;22097;31885;167294;16976;269384;11,87;8,33;12,02;61,49;6,30;12,18;8,45;12,20;60,87;6,29;11,56;8,20;11,84;62,10;6,30
29013;Itapetinga;2000;28026;19995;28006;146251;16031;238309;14127;10061;14280;73790;8101;120359;13899;9934;13726;72461;7930;117950;11,76;8,39;11,75;61,37;6,73;11,74;8,36;11,86;61,31;6,73;11,78;8,42;11,64;61,43;6,72
29014;Jacobina;2000;46477;32645;46052;216322;23668;365164;23613;16564;23191;108257;11117;182742;22864;16081;22861;108065;12551;182422;12,73;8,94;12,61;59,24;6,48;12,92;9,06;12,69;59,24;6,08;12,53;8,82;12,53;59,24;6,88
29015;Jequié;2000;62686;45177;63790;316677;36961;525291;31889;22847;32313;158312;17551;262912;30797;22330;31477;158365;19410;262379;11,93;8,60;12,14;60,29;7,04;12,13;8,69;12,29;60,21;6,68;11,74;8,51;12,00;60,36;7,40
29016;Juazeiro;2000;61033;39470;53037;269790;23925;447255;30894;20120;26711;135880;10874;224479;30139;19350;26326;133910;13051;222776;13,65;8,82;11,86;60,32;5,35;13,76;8,96;11,90;60,53;4,84;13,53;8,69;11,82;60,11;5,86
29017;Paulo Afonso;2000;28724;18933;25738;132055;13071;218521;14526;9698;12947;64721;6187;108079;14198;9235;12791;67334;6884;110442;13,14;8,66;11,78;60,43;5,98;13,44;8,97;11,98;59,88;5,72;12,86;8,36;11,58;60,97;6,23
29018;Porto Seguro;2000;41803;25706;34906;178340;11925;292680;21466;12982;17728;90283;6163;148622;20337;12724;17178;88057;5762;144058;14,28;8,78;11,93;60,93;4,07;14,44;8,73;11,93;60,75;4,15;14,12;8,83;11,92;61,13;4,00
29019;Ribeira do Pombal;2000;40277;27128;36891;176372;20847;301515;20346;13635;18506;87767;10096;150350;19931;13493;18385;88605;10751;151165;13,36;9,00;12,24;58,50;6,91;13,53;9,07;12,31;58,38;6,71;13,18;8,93;12,16;58,61;7,11
29020;Salvador;2000;298144;193531;264539;1945162;127637;2829013;152203;98190;132827;910775;46834;1340829;145941;95341;131712;1034387;80803;1488184;10,54;6,84;9,35;68,76;4,51;11,35;7,32;9,91;67,93;3,49;9,81;6,41;8,85;69,51;5,43
29021;Santa Maria da Vitória;2000;37313;26861;36528;166314;16538;283554;18987;13581;18679;85174;7983;144404;18326;13280;17849;81140;8555;139150;13,16;9,47;12,88;58,65;5,83;13,15;9,40;12,94;58,98;5,53;13,17;9,54;12,83;58,31;6,15
29022;Santo Antônio de Jesus;2000;47745;33548;47573;244196;29657;402719;24282;17054;24166;120743;13337;199582;23463;16494;23407;123453;16320;203137;11,86;8,33;11,81;60,64;7,36;12,17;8,54;12,11;60,50;6,68;11,55;8,12;11,52;60,77;8,03
29023;Seabra;2000;21474;14779;19965;97127;12766;166111;10963;7522;10112;48513;5485;82595;10511;7257;9853;48614;7281;83516;12,93;8,90;12,02;58,47;7,69;13,27;9,11;12,24;58,74;6,64;12,59;8,69;11,80;58,21;8,72
29024;Senhor do Bonfim;2000;35768;23417;32699;164154;17322;273360;18203;11972;16597;82779;7986;137537;17565;11445;16102;81375;9336;135823;13,08;8,57;11,96;60,05;6,34;13,23;8,70;12,07;60,19;5,81;12,93;8,43;11,86;59,91;6,87
29025;Serrinha;2000;75735;50703;71340;334744;37537;570059;38460;25611;36245;169254;17992;287562;37275;25092;35095;165490;19545;282497;13,29;8,89;12,51;58,72;6,58;13,37;8,91;12,60;58,86;6,26;13,19;8,88;12,42;58,58;6,92
29026;Teixeira de Freitas;2000;49119;33416;45038;224454;20143;372170;24965;16988;22894;112948;10251;188046;24154;16428;22144;111506;9892;184124;13,20;8,98;12,10;60,31;5,41;13,28;9,03;12,17;60,06;5,45;13,12;8,92;12,03;60,56;5,37
29027;Valença;2000;38072;25765;34483;158312;13436;270068;19370;13043;17608;80656;6744;137421;18702;12722;16875;77656;6692;132647;14,10;9,54;12,77;58,62;4,98;14,10;9,49;12,81;58,69;4,91;14,10;9,59;12,72;58,54;5,04
29028;Vitória da Conquista;2000;74853;53085;73171;403001;39287;643397;37962;26596;36977;200083;18900;320518;36891;26489;36194;202918;20387;322879;11,63;8,25;11,37;62,64;6,11;11,84;8,30;11,54;62,42;5,90;11,43;8,20;11,21;62,85;6,31
31001;Águas Formosas;2000;7015;5121;6958;33787;4054;56935;3521;2591;3627;17452;1993;29184;3494;2530;3331;16335;2061;27751;12,32;8,99;12,22;59,34;7,12;12,06;8,88;12,43;59,80;6,83;12,59;9,12;12,00;58,86;7,43
31002;Além Paraíba;2000;5588;3809;4781;35814;4759;54751;2782;1927;2440;17587;2075;26811;2806;1882;2341;18227;2684;27940;10,21;6,96;8,73;65,41;8,69;10,38;7,19;9,10;65,60;7,74;10,04;6,74;8,38;65,24;9,61
31003;Alfenas Machado;2000;30534;20878;27713;187998;20124;287247;15692;10428;14123;96015;9695;145953;14842;10450;13590;91983;10429;141294;10,63;7,27;9,65;65,45;7,01;10,75;7,14;9,68;65,78;6,64;10,50;7,40;9,62;65,10;7,38
31004;Almenara;2000;19325;14352;20392;101761;12391;168221;9893;7329;10477;52090;6012;85801;9432;7023;9915;49671;6379;82420;11,49;8,53;12,12;60,49;7,37;11,53;8,54;12,21;60,71;7,01;11,44;8,52;12,03;60,27;7,74
31005;Araçuaí;2000;10501;8063;11212;52404;6117;88297;5340;4052;5658;26644;2598;44292;5161;4011;5554;25760;3519;44005;11,89;9,13;12,70;59,35;6,93;12,06;9,15;12,77;60,16;5,87;11,73;9,11;12,62;58,54;8,00
31006;Araxá;2000;14563;10213;13724;95541;8832;142873;7458;5078;6961;48043;3997;71537;7105;5135;6763;47498;4835;71336;10,19;7,15;9,61;66,87;6,18;10,43;7,10;9,73;67,16;5,59;9,96;7,20;9,48;66,58;6,78
31007;Barbacena;2000;21397;15280;19941;140118;14795;211531;10856;7746;10051;69130;6271;104054;10541;7534;9890;70988;8524;107477;10,12;7,22;9,43;66,24;6,99;10,43;7,44;9,66;66,44;6,03;9,81;7,01;9,20;66,05;7,93
31008;Belo Horizonte Nova Lima Caeté;2000;301467;193046;260829;2018994;168270;2942606;152968;97479;131291;959161;64347;1405246;148499;95567;129538;1059833;103923;1537360;10,24;6,56;8,86;68,61;5,72;10,89;6,94;9,34;68,26;4,58;9,66;6,22;8,43;68,94;6,76
31009;Betim;2000;63906;41039;51762;323299;20341;500347;32591;21060;26154;161785;9224;250814;31315;19979;25608;161514;11117;249533;12,77;8,20;10,35;64,61;4,07;12,99;8,40;10,43;64,50;3,68;12,55;8,01;10,26;64,73;4,46
31010;Bom Despacho;2000;9643;6955;9088;61636;6642;93964;4935;3613;4675;30676;3030;46929;4708;3342;4413;30960;3612;47035;10,26;7,40;9,67;65,60;7,07;10,52;7,70;9,96;65,37;6,46;10,01;7,11;9,38;65,82;7,68
31011;Brasília de Minas São Francisco;2000;30723;22524;29425;125915;12515;221102;15604;11489;14993;65355;6065;113506;15119;11035;14432;60560;6450;107596;13,90;10,19;13,31;56,95;5,66;13,75;10,12;13,21;57,58;5,34;14,05;10,26;13,41;56,28;5,99
31012;Carangola;2000;13788;9119;11831;76106;8837;119681;7052;4668;6122;38525;4196;60563;6736;4451;5709;37581;4641;59118;11,52;7,62;9,89;63,59;7,38;11,64;7,71;10,11;63,61;6,93;11,39;7,53;9,66;63,57;7,85
31013;Caratinga;2000;20613;13774;19093;114723;12738;180941;10661;6929;9667;57776;6158;91191;9952;6845;9426;56947;6580;89750;11,39;7,61;10,55;63,40;7,04;11,69;7,60;10,60;63,36;6,75;11,09;7,63;10,50;63,45;7,33
31014;Conselheiro Lafaiete Congonhas;2000;27740;19683;26357;173102;16145;263027;14190;10043;13510;85583;6948;130274;13550;9640;12847;87519;9197;132753;10,55;7,48;10,02;65,81;6,14;10,89;7,71;10,37;65,69;5,33;10,21;7,26;9,68;65,93;6,93
31015;Contagem;2000;79644;50837;65755;466607;25492;688335;40308;25696;33025;228763;10477;338269;39336;25141;32730;237844;15015;350066;11,57;7,39;9,55;67,79;3,70;11,92;7,60;9,76;67,63;3,10;11,24;7,18;9,35;67,94;4,29
31016;Coração de Jesus;2000;5860;4500;6130;27756;2751;46997;2942;2285;3080;14510;1269;24086;2918;2215;3050;13246;1482;22911;12,47;9,58;13,04;59,06;5,85;12,21;9,49;12,79;60,24;5,27;12,74;9,67;13,31;57,82;6,47
31017;Coronel Fabriciano Timóteo;2000;21959;14739;20230;135608;10985;203521;11148;7360;10266;65734;4993;99501;10811;7379;9964;69874;5992;104020;10,79;7,24;9,94;66,63;5,40;11,20;7,40;10,32;66,06;5,02;10,39;7,09;9,58;67,17;5,76
31018;Curvelo;2000;18674;13139;17258;103373;10955;163399;9408;6550;8879;51226;4834;80897;9266;6589;8379;52147;6121;82502;11,43;8,04;10,56;63,26;6,70;11,63;8,10;10,98;63,32;5,98;11,23;7,99;10,16;63,21;7,42
31019;Diamantina;2000;21231;15190;20761;95873;10533;163588;10899;7651;10415;47882;4533;81380;10332;7539;10346;47991;6000;82208;12,98;9,29;12,69;58,61;6,44;13,39;9,40;12,80;58,84;5,57;12,57;9,17;12,59;58,38;7,30
31020;Divinópolis Santo Antônio do Monte;2000;37377;26028;34924;250810;22483;371622;19158;13212;17823;124180;10079;184452;18219;12816;17101;126630;12404;187170;10,06;7,00;9,40;67,49;6,05;10,39;7,16;9,66;67,32;5,46;9,73;6,85;9,14;67,66;6,63
31021;Formiga;2000;11399;8267;11065;82650;8905;122286;5819;4150;5659;41359;3985;60972;5580;4117;5406;41291;4920;61314;9,32;6,76;9,05;67,59;7,28;9,54;6,81;9,28;67,83;6,54;9,10;6,71;8,82;67,34;8,02
31022;Francisco Sá;2000;9577;6777;8645;38942;3628;67569;4892;3475;4403;19989;1707;34466;4685;3302;4242;18953;1921;33103;14,17;10,03;12,79;57,63;5,37;14,19;10,08;12,77;58,00;4,95;14,15;9,97;12,81;57,25;5,80
31023;Frutal Iturama;2000;13472;9584;12963;90379;8710;135108;6826;4889;6602;45938;4496;68751;6646;4695;6361;44441;4214;66357;9,97;7,09;9,59;66,89;6,45;9,93;7,11;9,60;66,82;6,54;10,02;7,08;9,59;66,97;6,35
31024;Governador Valadares;2000;44845;29952;40746;248995;25804;390342;22642;15219;20697;119369;11813;189740;22203;14733;20049;129626;13991;200602;11,49;7,67;10,44;63,79;6,61;11,93;8,02;10,91;62,91;6,23;11,07;7,34;9,99;64,62;6,97
31025;Guanhães;2000;14461;10250;13325;66441;8876;113353;7265;5169;6863;33305;3895;56497;7196;5081;6462;33136;4981;56856;12,76;9,04;11,76;58,61;7,83;12,86;9,15;12,15;58,95;6,89;12,66;8,94;11,37;58,28;8,76
31026;Guaxupé;2000;15511;10745;14218;97079;10789;148342;7902;5447;7326;49961;4998;75634;7609;5298;6892;47118;5791;72708;10,46;7,24;9,58;65,44;7,27;10,45;7,20;9,69;66,06;6,61;10,47;7,29;9,48;64,80;7,96
31027;Ipatinga;2000;37890;25144;33914;221761;16952;335661;19242;12899;17330;108858;7879;166208;18648;12245;16584;112903;9073;169453;11,29;7,49;10,10;66,07;5,05;11,58;7,76;10,43;65,50;4,74;11,00;7,23;9,79;66,63;5,35
31028;Itabira;2000;21519;15333;20784;128040;12279;197955;10846;7875;10474;62522;5201;96918;10673;7458;10310;65518;7078;101037;10,87;7,75;10,50;64,68;6,20;11,19;8,13;10,81;64,51;5,37;10,56;7,38;10,20;64,85;7,01
31029;Itajubá;2000;20307;13813;18014;121855;13512;187501;10284;7003;9076;61619;6283;94265;10023;6810;8938;60236;7229;93236;10,83;7,37;9,61;64,99;7,21;10,91;7,43;9,63;65,37;6,67;10,75;7,30;9,59;64,61;7,75
31030;Itaobim;2000;10690;7143;10011;48208;5898;81950;5452;3658;5070;24370;2859;41409;5238;3485;4941;23838;3039;40541;13,04;8,72;12,22;58,83;7,20;13,17;8,83;12,24;58,85;6,90;12,92;8,60;12,19;58,80;7,50
31031;Itaúna;2000;10576;7332;9417;69121;6744;103190;5328;3731;4745;34726;2985;51515;5248;3601;4672;34395;3759;51675;10,25;7,11;9,13;66,98;6,54;10,34;7,24;9,21;67,41;5,79;10,16;6,97;9,04;66,56;7,27
