CO_REGSAUD;DS_NOME;Ano;Pop_0a5;Pop_6a9;Pop_10a14;Pop_15a64;Pop_65emais;Pop_Total;PopH_0a5;PopH_6a9;PopH_10a14;PopH_15a64;PopH_65emais;PopH_Total;PopM_0a5;PopM_6a9;PopM_10a14;PopM_15a64;PopM_65emais;PopM_Total;p_Pop_0a5;p_Pop_6a9;p_Pop_10a14;p_Pop_15a64;p_Pop_65emais;p_PopH_0a5;p_PopH_6a9;p_PopH_10a14;p_PopH_15a64;p_PopH_65emais;p_PopM_0a5;p_PopM_6a9;p_PopM_10a14;p_PopM_15a64;p_PopM_65emais
35111;Alta Paulista;2010;8397;6010;9020;87974;14289;125690;4318;3047;4628;45766;6620;64379;4079;2963;4392;42208;7669;61311;6,68;4,78;7,18;69,99;11,37;6,71;4,73;7,19;71,09;10,28;6,65;4,83;7,16;68,84;12,51
35112;Alta Sorocabana;2010;27671;19772;29174;266303;37157;380077;14123;10309;14777;130301;16506;186016;13548;9463;14397;136002;20651;194061;7,28;5,20;7,68;70,07;9,78;7,59;5,54;7,94;70,05;8,87;6,98;4,88;7,42;70,08;10,64
35113;Alto Capivari;2010;4427;3227;4578;38494;5362;56088;2315;1620;2295;19119;2431;27780;2112;1607;2283;19375;2931;28308;7,89;5,75;8,16;68,63;9,56;8,33;5,83;8,26;68,82;8,75;7,46;5,68;8,06;68,44;10,35
35114;Extremo Oeste Paulista;2010;6682;4907;7201;65174;8652;92616;3446;2502;3687;32893;4053;46581;3236;2405;3514;32281;4599;46035;7,21;5,30;7,78;70,37;9,34;7,40;5,37;7,92;70,61;8,70;7,03;5,22;7,63;70,12;9,99
35115;Pontal do Paranapanema;2010;5558;4287;6437;45958;5481;67721;2879;2197;3300;22679;2885;33940;2679;2090;3137;23279;2596;33781;8,21;6,33;9,51;67,86;8,09;8,48;6,47;9,72;66,82;8,50;7,93;6,19;9,29;68,91;7,68
35121;Vale do Ribeira;2010;25073;19183;28410;176861;24039;273566;12880;9848;14501;88232;11991;137452;12193;9335;13909;88629;12048;136114;9,17;7,01;10,39;64,65;8,79;9,37;7,16;10,55;64,19;8,72;8,96;6,86;10,22;65,11;8,85
35131;Horizonte Verde;2010;32246;22410;31758;278259;28758;393431;16439;11356;16352;140135;12586;196868;15807;11054;15406;138124;16172;196563;8,20;5,70;8,07;70,73;7,31;8,35;5,77;8,31;71,18;6,39;8,04;5,62;7,84;70,27;8,23
35132;Aquífero Guarani;2010;59762;42354;60256;575758;68976;807106;30129;21474;30672;281916;28243;392434;29633;20880;29584;293842;40733;414672;7,40;5,25;7,47;71,34;8,55;7,68;5,47;7,82;71,84;7,20;7,15;5,04;7,13;70,86;9,82
35133;Vale das Cachoeiras;2010;9516;7069;10448;88275;12144;127452;4871;3622;5329;44017;5450;63289;4645;3447;5119;44258;6694;64163;7,47;5,55;8,20;69,26;9,53;7,70;5,72;8,42;69,55;8,61;7,24;5,37;7,98;68,98;10,43
35141;Baixa Mogiana;2010;21341;15488;23216;216462;25824;302331;10777;7888;11739;107687;11624;149715;10564;7600;11477;108775;14200;152616;7,06;5,12;7,68;71,60;8,54;7,20;5,27;7,84;71,93;7,76;6,92;4,98;7,52;71,27;9,30
35142;Mantiqueira;2010;19623;13968;20330;183981;24923;262825;10034;6992;10390;91569;10960;129945;9589;6976;9940;92412;13963;132880;7,47;5,31;7,74;70,00;9,48;7,72;5,38;8,00;70,47;8,43;7,22;5,25;7,48;69,55;10,51
35143;Rio Pardo;2010;14808;11052;16252;146142;20371;208625;7586;5642;8278;73997;9377;104880;7222;5410;7974;72145;10994;103745;7,10;5,30;7,79;70,05;9,76;7,23;5,38;7,89;70,55;8,94;6,96;5,21;7,69;69,54;10,60
35151;Catanduva;2010;20870;13990;20772;205534;30409;291575;10746;7124;10553;103676;13538;145637;10124;6866;10219;101858;16871;145938;7,16;4,80;7,12;70,49;10,43;7,38;4,89;7,25;71,19;9,30;6,94;4,70;7,00;69,80;11,56
35152;Santa Fé do Sul;2010;2701;1999;3171;30990;5408;44269;1366;1040;1616;15063;2545;21630;1335;959;1555;15927;2863;22639;6,10;4,52;7,16;70,00;12,22;6,32;4,81;7,47;69,64;11,77;5,90;4,24;6,87;70,35;12,65
35153;Jales;2010;6520;4708;7142;70360;11975;100705;3338;2486;3668;34899;5755;50146;3182;2222;3474;35461;6220;50559;6,47;4,68;7,09;69,87;11,89;6,66;4,96;7,31;69,59;11,48;6,29;4,39;6,87;70,14;12,30
35154;Fernandópolis;2010;7068;5308;7891;77684;12675;110626;3550;2686;4054;38302;5885;54477;3518;2622;3837;39382;6790;56149;6,39;4,80;7,13;70,22;11,46;6,52;4,93;7,44;70,31;10,80;6,27;4,67;6,83;70,14;12,09
35155;São José do Rio Preto;2010;44717;30759;44855;465846;63610;649787;22743;15704;22825;227820;27579;316671;21974;15055;22030;238026;36031;333116;6,88;4,73;6,90;71,69;9,79;7,18;4,96;7,21;71,94;8,71;6,60;4,52;6,61;71,45;10,82
35156;José Bonifácio;2010;6942;4713;6745;64485;8833;91718;3572;2451;3401;32690;4050;46164;3370;2262;3344;31795;4783;45554;7,57;5,14;7,35;70,31;9,63;7,74;5,31;7,37;70,81;8,77;7,40;4,97;7,34;69,80;10,50
35157;Votuporanga;2010;12141;8452;12671;131032;19795;184091;6163;4349;6611;65863;9126;92112;5978;4103;6060;65169;10669;91979;6,60;4,59;6,88;71,18;10,75;6,69;4,72;7,18;71,50;9,91;6,50;4,46;6,59;70,85;11,60
35161;Itapetininga;2010;37648;27403;39909;311232;35207;451399;19100;13944;20438;157835;16175;227492;18548;13459;19471;153397;19032;223907;8,34;6,07;8,84;68,95;7,80;8,40;6,13;8,98;69,38;7,11;8,28;6,01;8,70;68,51;8,50
35162;Itapeva;2010;24702;18858;28197;180376;20543;272676;12508;9697;14380;89793;10019;136397;12194;9161;13817;90583;10524;136279;9,06;6,92;10,34;66,15;7,53;9,17;7,11;10,54;65,83;7,35;8,95;6,72;10,14;66,47;7,72
35163;Sorocaba;2010;120148;87071;128484;1071683;111555;1518941;61273;44402;65342;533334;49120;753471;58875;42669;63142;538349;62435;765470;7,91;5,73;8,46;70,55;7,34;8,13;5,89;8,67;70,78;6,52;7,69;5,57;8,25;70,33;8,16
35171;Alto Vale do Paraíba;2010;78746;54984;80167;696198;65243;975338;40013;28150;40876;341183;28643;478865;38733;26834;39291;355015;36600;496473;8,07;5,64;8,22;71,38;6,69;8,36;5,88;8,54;71,25;5,98;7,80;5,40;7,91;71,51;7,37
35172;Circuito da Fé e Vale Histórico;2010;35298;25408;36755;315163;37656;450280;17928;12959;18647;155562;16077;221173;17370;12449;18108;159601;21579;229107;7,84;5,64;8,16;69,99;8,36;8,11;5,86;8,43;70,33;7,27;7,58;5,43;7,90;69,66;9,42
35173;Litoral Norte;2010;24715;17800;25622;195743;17899;281779;12531;8929;12996;97564;8330;140350;12184;8871;12626;98179;9569;141429;8,77;6,32;9,09;69,47;6,35;8,93;6,36;9,26;69,51;5,94;8,61;6,27;8,93;69,42;6,77
35174;Vale do Paraíba/Região Serrana;2010;44042;31731;46807;393522;41095;557197;22460;15997;23764;195639;18076;275936;21582;15734;23043;197883;23019;281261;7,90;5,69;8,40;70,63;7,38;8,14;5,80;8,61;70,90;6,55;7,67;5,59;8,19;70,36;8,18
41001;1ª RS Paranaguá;2010;24744;17958;26151;178006;18533;265392;12522;9149;13321;87729;8727;131448;12222;8809;12830;90277;9806;133944;9,32;6,77;9,85;67,07;6,98;9,53;6,96;10,13;66,74;6,64;9,12;6,58;9,58;67,40;7,32
41002;2ª RS Metropolitana;2010;269350;188334;273034;2285689;207429;3223836;136812;96000;139161;1110858;86381;1569212;132538;92334;133873;1174831;121048;1654624;8,35;5,84;8,47;70,90;6,43;8,72;6,12;8,87;70,79;5,50;8,01;5,58;8,09;71,00;7,32
41003;3ª RS Ponta Grossa;2010;54140;38314;54748;389642;38619;575463;27571;19365;27922;192458;16784;284100;26569;18949;26826;197184;21835;291363;9,41;6,66;9,51;67,71;6,71;9,70;6,82;9,83;67,74;5,91;9,12;6,50;9,21;67,68;7,49
41004;4ª RS Irati;2010;14211;10553;15124;109205;11869;160962;7131;5273;7774;55710;5433;81321;7080;5280;7350;53495;6436;79641;8,83;6,56;9,40;67,85;7,37;8,77;6,48;9,56;68,51;6,68;8,89;6,63;9,23;67,17;8,08
41005;5ª RS Guarapuava;2010;40752;31078;45755;294289;29196;441070;20706;15778;23257;146507;13819;220067;20046;15300;22498;147782;15377;221003;9,24;7,05;10,37;66,72;6,62;9,41;7,17;10,57;66,57;6,28;9,07;6,92;10,18;66,87;6,96
41006;6ª RS União da Vitória;2010;14816;11315;16363;110694;12111;165299;7678;5805;8354;55977;5508;83322;7138;5510;8009;54717;6603;81977;8,96;6,85;9,90;66,97;7,33;9,21;6,97;10,03;67,18;6,61;8,71;6,72;9,77;66,75;8,05
41007;7ª RS Pato Branco;2010;22240;15977;23769;169442;18365;249793;11310;8069;12099;83194;8388;123060;10930;7908;11670;86248;9977;126733;8,90;6,40;9,52;67,83;7,35;9,19;6,56;9,83;67,60;6,82;8,62;6,24;9,21;68,05;7,87
41008;8ª RS Francisco Beltrão;2010;26779;19887;30429;232789;27819;337703;13737;10164;15515;116130;12895;168441;13042;9723;14914;116659;14924;169262;7,93;5,89;9,01;68,93;8,24;8,16;6,03;9,21;68,94;7,66;7,71;5,74;8,81;68,92;8,82
41009;9ª RS Foz do Iguaçu;2010;34735;24405;36278;270241;23136;388795;17708;12444;18519;130544;10763;189978;17027;11961;17759;139697;12373;198817;8,93;6,28;9,33;69,51;5,95;9,32;6,55;9,75;68,72;5,67;8,56;6,02;8,93;70,26;6,22
41010;10ª RS Cascavel;2010;42440;30043;45561;353405;35936;507385;21640;15044;23188;173790;16912;250574;20800;14999;22373;179615;19024;256811;8,36;5,92;8,98;69,65;7,08;8,64;6,00;9,25;69,36;6,75;8,10;5,84;8,71;69,94;7,41
41011;11ª RS Campo Mourão;2010;25549;19411;29054;229725;30386;334125;12956;9866;14939;112404;14741;164906;12593;9545;14115;117321;15645;169219;7,65;5,81;8,70;68,75;9,09;7,86;5,98;9,06;68,16;8,94;7,44;5,64;8,34;69,33;9,25
41012;12ª RS Umuarama;2010;19866;14280;21078;183268;26600;265092;9954;7319;10643;89750;13032;130698;9912;6961;10435;93518;13568;134394;7,49;5,39;7,95;69,13;10,03;7,62;5,60;8,14;68,67;9,97;7,38;5,18;7,76;69,58;10,10
41013;13ª RS Cianorte;2010;11162;7651;11745;99792;12083;142433;5695;3847;5976;49311;5709;70538;5467;3804;5769;50481;6374;71895;7,84;5,37;8,25;70,06;8,48;8,07;5,45;8,47;69,91;8,09;7,60;5,29;8,02;70,21;8,87
41014;14ª RS Paranavaí;2010;20841;14622;22027;178686;24368;260544;10759;7425;11281;87839;11585;128889;10082;7197;10746;90847;12783;131655;8,00;5,61;8,45;68,58;9,35;8,35;5,76;8,75;68,15;8,99;7,66;5,47;8,16;69,00;9,71
41015;15ª RS Maringá;2010;54142;37477;56190;524728;60867;733404;27579;19310;28732;254672;27651;357944;26563;18167;27458;270056;33216;375460;7,38;5,11;7,66;71,55;8,30;7,70;5,39;8,03;71,15;7,72;7,07;4,84;7,31;71,93;8,85
41016;16ª RS Apucarana;2010;27281;18965;28311;241829;30586;346972;13812;9554;14437;118881;14047;170731;13469;9411;13874;122948;16539;176241;7,86;5,47;8,16;69,70;8,82;8,09;5,60;8,46;69,63;8,23;7,64;5,34;7,87;69,76;9,38
41017;17ª RS Londrina;2010;67477;47362;70039;610351;76038;871267;34410;24086;35749;294592;33958;422795;33067;23276;34290;315759;42080;448472;7,74;5,44;8,04;70,05;8,73;8,14;5,70;8,46;69,68;8,03;7,37;5,19;7,65;70,41;9,38
41018;18ª RS Cornélio Procópio;2010;17124;12481;19334;154353;22669;225961;8641;6423;9998;75934;10540;111536;8483;6058;9336;78419;12129;114425;7,58;5,52;8,56;68,31;10,03;7,75;5,76;8,96;68,08;9,45;7,41;5,29;8,16;68,53;10,60
41019;19ª RS Jacarezinho;2010;22487;16304;24268;189385;25667;278111;11415;8344;12430;94077;12023;138289;11072;7960;11838;95308;13644;139822;8,09;5,86;8,73;68,10;9,23;8,25;6,03;8,99;68,03;8,69;7,92;5,69;8,47;68,16;9,76
41020;20ª RS Toledo;2010;27360;19874;29693;251273;30460;358660;13909;10065;15030;122947;14165;176116;13451;9809;14663;128326;16295;182544;7,63;5,54;8,28;70,06;8,49;7,90;5,71;8,53;69,81;8,04;7,37;5,37;8,03;70,30;8,93
41021;21ª RS Telêmaco Borba;2010;17024;12040;17473;113981;12404;172922;8629;6233;8907;57238;6186;87193;8395;5807;8566;56743;6218;85729;9,84;6,96;10,10;65,91;7,17;9,90;7,15;10,22;65,65;7,09;9,79;6,77;9,99;66,19;7,25
41022;22ª RS Ivaiporã;2010;11186;8392;12647;93425;13687;139337;5688;4170;6320;46735;6923;69836;5498;4222;6327;46690;6764;69501;8,03;6,02;9,08;67,05;9,82;8,14;5,97;9,05;66,92;9,91;7,91;6,07;9,10;67,18;9,73
42001;Extremo Oeste;2010;16121;12059;19004;156214;20149;223547;8297;6212;9691;79454;9047;112701;7824;5847;9313;76760;11102;110846;7,21;5,39;8,50;69,88;9,01;7,36;5,51;8,60;70,50;8,03;7,06;5,27;8,40;69,25;10,02
42002;Oeste;2010;24682;17794;26746;228332;22108;319662;12612;9093;13624;114569;9764;159662;12070;8701;13122;113763;12344;160000;7,72;5,57;8,37;71,43;6,92;7,90;5,70;8,53;71,76;6,12;7,54;5,44;8,20;71,10;7,72
42003;Xanxerê;2010;15787;12091;17736;129418;14022;189054;8081;6235;9123;64685;6329;94453;7706;5856;8613;64733;7693;94601;8,35;6,40;9,38;68,46;7,42;8,56;6,60;9,66;68,48;6,70;8,15;6,19;9,10;68,43;8,13
42004;Alto Vale do Itajaí;2010;21652;15829;23003;187658;21282;269424;11114;8014;11721;95069;9586;135504;10538;7815;11282;92589;11696;133920;8,04;5,88;8,54;69,65;7,90;8,20;5,91;8,65;70,16;7,07;7,87;5,84;8,42;69,14;8,73
42005;Foz do Rio Itajaí;2010;45906;31818;46968;396452;34420;555564;23454;16224;24034;194595;14766;273073;22452;15594;22934;201857;19654;282491;8,26;5,73;8,45;71,36;6,20;8,59;5,94;8,80;71,26;5,41;7,95;5,52;8,12;71,46;6,96
42006;Médio Vale do Itajaí;2010;49426;34393;50873;488815;43431;666938;25377;17564;26073;243243;17946;330203;24049;16829;24800;245572;25485;336735;7,41;5,16;7,63;73,29;6,51;7,69;5,32;7,90;73,66;5,43;7,14;5,00;7,36;72,93;7,57
42007;Grande Florianópolis;2010;73028;51884;77603;741367;68351;1012233;37122;26347;39459;364691;28565;496184;35906;25537;38144;376676;39786;516049;7,21;5,13;7,67;73,24;6,75;7,48;5,31;7,95;73,50;5,76;6,96;4,95;7,39;72,99;7,71
42008;Meio Oeste;2010;14246;10706;15596;124795;14481;179824;7260;5402;7864;62316;6443;89285;6986;5304;7732;62479;8038;90539;7,92;5,95;8,67;69,40;8,05;8,13;6,05;8,81;69,79;7,22;7,72;5,86;8,54;69,01;8,88
42009;Alto Vale do Rio do Peixe;2010;24575;18092;26548;186628;18462;274305;12501;9204;13613;93278;8450;137046;12074;8888;12935;93350;10012;137259;8,96;6,60;9,68;68,04;6,73;9,12;6,72;9,93;68,06;6,17;8,80;6,48;9,42;68,01;7,29
42010;Alto Uruguai Catarinense;2010;10320;7401;11165;100663;12441;141990;5239;3770;5620;50844;5519;70992;5081;3631;5545;49819;6922;70998;7,27;5,21;7,86;70,89;8,76;7,38;5,31;7,92;71,62;7,77;7,16;5,11;7,81;70,17;9,75
42011;Nordeste;2010;71480;48759;71858;625238;51195;868530;36463;24988;36534;313555;21991;433531;35017;23771;35324;311683;29204;434999;8,23;5,61;8,27;71,99;5,89;8,41;5,76;8,43;72,33;5,07;8,05;5,46;8,12;71,65;6,71
42012;Planalto Norte;2010;30954;22999;32635;243318;24294;354200;15831;11728;16547;122515;10478;177099;15123;11271;16088;120803;13816;177101;8,74;6,49;9,21;68,70;6,86;8,94;6,62;9,34;69,18;5,92;8,54;6,36;9,08;68,21;7,80
42013;Serra Catarinense;2010;23895;17655;26093;195905;22690;286238;12191;8999;13342;96573;10502;141607;11704;8656;12751;99332;12188;144631;8,35;6,17;9,12;68,44;7,93;8,61;6,35;9,42;68,20;7,42;8,09;5,98;8,82;68,68;8,43
42014;Extremo Sul Catarinense;2010;14778;10346;15394;126397;13893;180808;7430;5341;7891;62745;6318;89725;7348;5005;7503;63652;7575;91083;8,17;5,72;8,51;69,91;7,68;8,28;5,95;8,79;69,93;7,04;8,07;5,49;8,24;69,88;8,32
42015;Carbonífera;2010;30122;21213;31787;283012;24657;390791;15177;10836;16233;140846;10470;193562;14945;10377;15554;142166;14187;197229;7,71;5,43;8,13;72,42;6,31;7,84;5,60;8,39;72,77;5,41;7,58;5,26;7,89;72,08;7,19
42016;Laguna;2010;24830;17689;26774;238468;27567;335328;12784;9026;13572;118303;12048;165733;12046;8663;13202;120165;15519;169595;7,40;5,28;7,98;71,11;8,22;7,71;5,45;8,19;71,38;7,27;7,10;5,11;7,78;70,85;9,15
43001;Região 01 - Verdes Campos;2010;28773;21057;32263;290982;43906;416981;14660;10710;16423;141569;18111;201473;14113;10347;15840;149413;25795;215508;6,90;5,05;7,74;69,78;10,53;7,28;5,32;8,15;70,27;8,99;6,55;4,80;7,35;69,33;11,97
43002;Região 02 - Entre Rios;2010;8242;6469;10050;84872;14633;124266;4167;3326;5002;42187;6578;61260;4075;3143;5048;42685;8055;63006;6,63;5,21;8,09;68,30;11,78;6,80;5,43;8,17;68,87;10,74;6,47;4,99;8,01;67,75;12,78
43003;Região 03 - Fronteira Oeste;2010;37991;28963;42175;311073;44836;465038;19227;14606;21296;152434;19249;226812;18764;14357;20879;158639;25587;238226;8,17;6,23;9,07;66,89;9,64;8,48;6,44;9,39;67,21;8,49;7,88;6,03;8,76;66,59;10,74
43004;Região 04 - Belas Praias;2010;10611;8280;12025;95094;12093;138103;5453;4253;6094;47104;5578;68482;5158;4027;5931;47990;6515;69621;7,68;6,00;8,71;68,86;8,76;7,96;6,21;8,90;68,78;8,15;7,41;5,78;8,52;68,93;9,36
43005;Região 05 - Bons Ventos;2010;15261;12128;17365;137294;20968;203016;7739;6230;8969;67779;9702;100419;7522;5898;8396;69515;11266;102597;7,52;5,97;8,55;67,63;10,33;7,71;6,20;8,93;67,50;9,66;7,33;5,75;8,18;67,76;10,98
43006;Região 06 - Vale do Paranhana e Costa S;2010;17476;12703;18630;147909;15829;212547;8778;6461;9451;73741;6904;105335;8698;6242;9179;74168;8925;107212;8,22;5,98;8,77;69,59;7,45;8,33;6,13;8,97;70,01;6,55;8,11;5,82;8,56;69,18;8,32
43007;Região 07 - Vale dos Sinos;2010;58739;43039;63100;540195;50697;755770;30010;21884;32218;265889;20026;370027;28729;21155;30882;274306;30671;385743;7,77;5,69;8,35;71,48;6,71;8,11;5,91;8,71;71,86;5,41;7,45;5,48;8,01;71,11;7,95
43008;Região 08 - Vale do Caí e Metropolitana;2010;57299;41782;59902;504129;54802;717914;29021;21175;30640;246807;22052;349695;28278;20607;29262;257322;32750;368219;7,98;5,82;8,34;70,22;7,63;8,30;6,06;8,76;70,58;6,31;7,68;5,60;7,95;69,88;8,89
43009;Região 09 - Carbonífera/Costa Doce;2010;30123;23107;33204;264926;32815;384175;15401;11830;16996;133680;14323;192230;14722;11277;16208;131246;18492;191945;7,84;6,01;8,64;68,96;8,54;8,01;6,15;8,84;69,54;7,45;7,67;5,88;8,44;68,38;9,63
43010;Região 10 - Capital e Vale do Gravataí;2010;163484;120330;176575;1562459;202389;2225237;82958;61454;89717;741411;75399;1050939;80526;58876;86858;821048;126990;1174298;7,35;5,41;7,94;70,22;9,10;7,89;5,85;8,54;70,55;7,17;6,86;5,01;7,40;69,92;10,81
43011;Região 11 - Sete Povos das Missões;2010;20147;15669;23874;196122;30436;286248;10241;7970;12293;96987;13557;141048;9906;7699;11581;99135;16879;145200;7,04;5,47;8,34;68,51;10,63;7,26;5,65;8,72;68,76;9,61;6,82;5,30;7,98;68,27;11,62
43012;Região 12 - Portal das Missões;2010;11379;8343;12370;104574;15404;152070;5804;4174;6288;50827;6548;73641;5575;4169;6082;53747;8856;78429;7,48;5,49;8,13;68,77;10,13;7,88;5,67;8,54;69,02;8,89;7,11;5,32;7,75;68,53;11,29
43013;Região 13 - Diversidade;2010;15576;11482;17152;154909;23652;222771;8071;5806;8738;76713;10220;109548;7505;5676;8414;78196;13432;113223;6,99;5,15;7,70;69,54;10,62;7,37;5,30;7,98;70,03;9,33;6,63;5,01;7,43;69,06;11,86
43014;Região 14 - Fronteira Noroeste;2010;14125;10618;17014;159684;25492;226933;7274;5437;8679;79314;10980;111684;6851;5181;8335;80370;14512;115249;6,22;4,68;7,50;70,37;11,23;6,51;4,87;7,77;71,02;9,83;5,94;4,50;7,23;69,74;12,59
43015;Região 15 - Caminho das Águas;2010;13121;10415;15589;128182;19756;187063;6760;5311;8028;64338;8878;93315;6361;5104;7561;63844;10878;93748;7,01;5,57;8,33;68,52;10,56;7,24;5,69;8,60;68,95;9,51;6,79;5,44;8,07;68,10;11,60
43016;Região 16 - Alto Uruguai Gaúcho;2010;14958;11362;17724;161517;25253;230814;7673;5757;9023;80352;10776;113581;7285;5605;8701;81165;14477;117233;6,48;4,92;7,68;69,98;10,94;6,76;5,07;7,94;70,74;9,49;6,21;4,78;7,42;69,23;12,35
43017;Região 17 - Planalto;2010;28058;20058;29992;270021;34300;382429;14189;10298;15390;131362;14123;185362;13869;9760;14602;138659;20177;197067;7,34;5,24;7,84;70,61;8,97;7,65;5,56;8,30;70,87;7,62;7,04;4,95;7,41;70,36;10,24
43018;Região 18 - Araucárias;2010;8476;6647;10129;88891;13945;128088;4312;3377;5198;44567;6186;63640;4164;3270;4931;44324;7759;64448;6,62;5,19;7,91;69,40;10,89;6,78;5,31;8,17;70,03;9,72;6,46;5,07;7,65;68,77;12,04
43019;Região 19 - Botucaraí;2010;8792;6773;10012;78605;11427;115609;4563;3456;5188;39504;5202;57913;4229;3317;4824;39101;6225;57696;7,60;5,86;8,66;67,99;9,88;7,88;5,97;8,96;68,21;8,98;7,33;5,75;8,36;67,77;10,79
43020;Região 20 - Rota da Produção;2010;12344;9375;13915;109459;16415;161508;6298;4749;7039;54212;7364;79662;6046;4626;6876;55247;9051;81846;7,64;5,80;8,62;67,77;10,16;7,91;5,96;8,84;68,05;9,24;7,39;5,65;8,40;67,50;11,06
43021;Região 21 - Sul;2010;60710;45848;68375;581851;88351;845135;31038;23347;34729;284096;36202;409412;29672;22501;33646;297755;52149;435723;7,18;5,42;8,09;68,85;10,45;7,58;5,70;8,48;69,39;8,84;6,81;5,16;7,72;68,34;11,97
43022;Região 22 - Pampa;2010;14039;10988;15558;123600;18394;182579;7201;5532;7864;60398;7599;88594;6838;5456;7694;63202;10795;93985;7,69;6,02;8,52;67,70;10,07;8,13;6,24;8,88;68,17;8,58;7,28;5,81;8,19;67,25;11,49
43023;Região 23 - Caxias e Hortênsias;2010;39940;27902;40203;385778;39094;532917;20367;14169;20227;190412;16002;261177;19573;13733;19976;195366;23092;271740;7,49;5,24;7,54;72,39;7,34;7,80;5,43;7,74;72,91;6,13;7,20;5,05;7,35;71,89;8,50
43024;Região 24 - Campos de Cima da Serra;2010;8006;6067;8443;63398;9049;94963;4074;3010;4426;31501;4162;47173;3932;3057;4017;31897;4887;47790;8,43;6,39;8,89;66,76;9,53;8,64;6,38;9,38;66,78;8,82;8,23;6,40;8,41;66,74;10,23
43025;Região 25 - Vinhedos e Basalto;2010;16959;12444;18873;204098;26914;279288;8738;6339;9502;102493;11300;138372;8221;6105;9371;101605;15614;140916;6,07;4,46;6,76;73,08;9,64;6,31;4,58;6,87;74,07;8,17;5,83;4,33;6,65;72,10;11,08
43026;Região 26 - Uva Vale;2010;11000;8152;12371;123239;14871;169633;5578;4194;6229;62086;6335;84422;5422;3958;6142;61153;8536;85211;6,48;4,81;7,29;72,65;8,77;6,61;4,97;7,38;73,54;7,50;6,36;4,64;7,21;71,77;10,02
43027;Região 27 - Jacuí Centro;2010;14277;11153;16140;136214;22480;200264;7290;5738;8201;67626;9576;98431;6987;5415;7939;68588;12904;101833;7,13;5,57;8,06;68,02;11,23;7,41;5,83;8,33;68,70;9,73;6,86;5,32;7,80;67,35;12,67
43028;Região 28 - Vinte e Oito;2010;22437;16997;25448;229986;32290;327158;11414;8656;12851;114207;13172;160300;11023;8341;12597;115779;19118;166858;6,86;5,20;7,78;70,30;9,87;7,12;5,40;8,02;71,25;8,22;6,61;5,00;7,55;69,39;11,46
43029;Região 29 - Vales e Montanhas;2010;13421;9638;14632;147982;22290;207963;6856;4956;7545;74374;9355;103086;6565;4682;7087;73608;12935;104877;6,45;4,63;7,04;71,16;10,72;6,65;4,81;7,32;72,15;9,07;6,26;4,46;6,76;70,19;12,33
43030;Região 30 - Vale da Luz;2010;8197;5971;8680;82769;11832;117449;4191;3017;4385;41496;4935;58024;4006;2954;4295;41273;6897;59425;6,98;5,08;7,39;70,47;10,07;7,22;5,20;7,56;71,52;8,51;6,74;4,97;7,23;69,45;11,61
50001;Campo Grande;2010;121709;82023;116757;923113;87582;1331184;62183;41960;59414;456238;41213;661008;59526;40063;57343;466875;46369;670176;9,14;6,16;8,77;69,35;6,58;9,41;6,35;8,99;69,02;6,23;8,88;5,98;8,56;69,66;6,92
50002;Corumbá;2010;12768;9193;12856;81005;7498;123320;6469;4707;6511;40933;3494;62114;6299;4486;6345;40072;4004;61206;10,35;7,45;10,42;65,69;6,08;10,41;7,58;10,48;65,90;5,63;10,29;7,33;10,37;65,47;6,54
50003;Dourados;2010;74873;51352;70668;495718;49336;741947;38078;26151;35835;245540;24442;370046;36795;25201;34833;250178;24894;371901;10,09;6,92;9,52;66,81;6,65;10,29;7,07;9,68;66,35;6,61;9,89;6,78;9,37;67,27;6,69
50004;Três Lagoas;2010;22420;15287;21807;175077;17982;252573;11360;7810;11191;87558;8841;126760;11060;7477;10616;87519;9141;125813;8,88;6,05;8,63;69,32;7,12;8,96;6,16;8,83;69,07;6,97;8,79;5,94;8,44;69,56;7,27
51001;Alto Tapajós;2010;9061;6728;9675;68205;5472;99141;4615;3418;5004;35827;3112;51976;4446;3310;4671;32378;2360;47165;9,14;6,79;9,76;68,80;5,52;8,88;6,58;9,63;68,93;5,99;9,43;7,02;9,90;68,65;5,00
51002;Baixada Cuiabana;2010;84402;55910;78999;643403;48768;911482;43119;28701;40357;316308;22728;451213;41283;27209;38642;327095;26040;460269;9,26;6,13;8,67;70,59;5,35;9,56;6,36;8,94;70,10;5,04;8,97;5,91;8,40;71,07;5,66
51003;Araguaia Xingu;2010;8450;6053;8185;50443;3446;76577;4291;3048;4268;26910;2112;40629;4159;3005;3917;23533;1334;35948;11,03;7,90;10,69;65,87;4,50;10,56;7,50;10,50;66,23;5,20;11,57;8,36;10,90;65,46;3,71
51004;Centro Norte;2010;9040;6496;9115;62714;5873;93238;4634;3355;4709;33278;3288;49264;4406;3141;4406;29436;2585;43974;9,70;6,97;9,78;67,26;6,30;9,41;6,81;9,56;67,55;6,67;10,02;7,14;10,02;66,94;5,88
51005;Garças Araguaia;2010;11687;8228;10821;79724;7747;118207;5969;4304;5562;40074;4066;59975;5718;3924;5259;39650;3681;58232;9,89;6,96;9,15;67,44;6,55;9,95;7,18;9,27;66,82;6,78;9,82;6,74;9,03;68,09;6,32
