CO_REGSAUD;DS_NOME;Ano;tx_fec_15a19;tx_fec_20a24;tx_fec_25a29;tx_fec_30a34;tx_fec_35a39;tx_fec_40a44;tx_fec_45a49;tx_fec
35091;Adamantina;2010;46,56;68,94;78,88;67,02;29,26;7,21;;297,87
35092;Assis;2010;61,23;96,06;81,02;57,61;25,42;5,00;0,47;326,81
35093;Marília;2010;47,49;74,85;86,52;63,31;33,44;5,98;0,31;311,90
35094;Ourinhos;2010;61,05;91,79;89,35;67,00;29,51;8,23;0,52;347,44
35095;Tupã;2010;50,18;75,35;76,94;54,81;28,31;5,91;0,66;292,16
35101;Araras;2010;55,60;79,41;77,89;59,94;27,40;7,78;0,83;308,85
35102;Limeira;2010;43,05;72,68;79,16;64,26;31,83;7,60;0,42;299,01
35103;Piracicaba;2010;46,12;78,11;78,62;64,45;32,31;7,10;0,33;307,04
35104;Rio Claro;2010;43,93;80,61;75,73;59,66;30,23;7,79;0,12;298,08
35111;Alta Paulista;2010;50,88;82,29;76,32;62,36;25,75;6,47;0,46;304,53
35112;Alta Sorocabana;2010;44,43;76,95;87,98;62,97;34,12;7,32;0,49;314,27
35113;Alto Capivari;2010;65,12;94,70;79,25;65,96;28,52;4,97;1,01;339,52
35114;Extremo Oeste Paulista;2010;61,75;81,62;78,60;52,98;22,33;5,46;1,17;303,91
35115;Pontal do Paranapanema;2010;61,36;82,97;83,93;51,41;27,10;2,68;0,87;310,32
35121;Vale do Ribeira;2010;66,43;105,39;91,01;63,48;38,67;8,73;1,08;374,79
35131;Horizonte Verde;2010;56,47;85,40;81,29;60,50;29,38;6,37;0,39;319,81
35132;Aquífero Guarani;2010;44,09;69,60;80,00;67,30;35,28;8,47;0,42;305,16
35133;Vale das Cachoeiras;2010;59,07;83,61;77,75;57,09;20,75;6,21;0,47;304,96
35141;Baixa Mogiana;2010;46,75;76,57;82,70;62,52;29,65;7,51;1,26;306,97
35142;Mantiqueira;2010;56,33;79,72;76,87;58,88;29,42;6,62;0,21;308,05
35143;Rio Pardo;2010;49,04;75,86;81,54;61,69;30,04;7,13;0,28;305,57
35151;Catanduva;2010;48,82;81,16;74,46;55,68;24,33;5,23;0,30;289,99
35152;Santa Fé do Sul;2010;39,95;67,93;76,61;54,87;27,86;3,50;;270,73
35153;Jales;2010;44,93;76,45;81,76;54,49;23,27;3,63;0,55;285,08
35154;Fernandópolis;2010;44,33;70,37;84,24;50,48;23,35;4,82;0,24;277,83
35155;São José do Rio Preto;2010;47,22;72,23;77,20;61,92;30,47;6,09;0,37;295,49
35156;José Bonifácio;2010;51,52;77,74;74,69;53,76;18,83;5,04;;281,57
35157;Votuporanga;2010;46,06;74,33;76,12;54,99;28,76;3,87;0,15;284,27
35161;Itapetininga;2010;60,18;95,99;86,51;63,63;30,99;8,07;0,56;345,93
35162;Itapeva;2010;71,42;102,09;84,45;54,82;31,56;7,33;1,05;352,72
35163;Sorocaba;2010;50,51;86,60;85,02;65,98;32,99;9,04;0,57;330,71
35171;Alto Vale do Paraíba;2010;50,91;85,52;87,49;72,62;37,25;9,84;0,52;344,15
35172;Circuito da Fé e Vale Histórico;2010;53,01;82,94;83,98;60,80;31,84;7,54;0,25;320,35
35173;Litoral Norte;2010;64,58;103,47;85,58;60,92;30,28;9,79;0,22;354,84
35174;Vale do Paraíba/Região Serrana;2010;51,90;84,10;84,93;64,93;35,20;9,62;0,21;330,88
41001;1ª RS Paranaguá;2010;73,66;109,23;95,37;60,22;31,75;9,03;0,57;379,84
41002;2ª RS Metropolitana;2010;60,82;85,48;82,51;69,55;37,74;9,34;0,65;346,09
41003;3ª RS Ponta Grossa;2010;73,26;105,12;95,28;69,24;35,36;10,05;0,75;389,06
41004;4ª RS Irati;2010;63,77;96,69;93,74;65,86;37,10;9,14;0,58;366,89
41005;5ª RS Guarapuava;2010;75,57;101,67;94,38;70,31;39,51;10,98;0,56;392,96
41006;6ª RS União da Vitória;2010;64,42;90,47;87,34;58,97;30,03;8,54;0,57;340,34
41007;7ª RS Pato Branco;2010;71,80;91,88;89,79;64,06;37,50;8,94;0,82;364,79
41008;8ª RS Francisco Beltrão;2010;51,70;85,77;87,07;66,93;34,34;9,59;0,83;336,23
41009;9ª RS Foz do Iguaçu;2010;60,95;88,33;95,36;69,91;35,00;8,71;0,52;358,78
41010;10ª RS Cascavel;2010;58,66;85,24;83,86;67,23;32,70;7,22;0,63;335,56
41011;11ª RS Campo Mourão;2010;59,88;89,24;86,79;55,98;27,37;6,53;0,58;326,38
41012;12ª RS Umuarama;2010;57,74;86,08;88,69;60,13;26,01;6,81;0,21;325,67
41013;13ª RS Cianorte;2010;58,08;79,44;87,98;63,15;26,97;6,00;0,99;322,62
41014;14ª RS Paranavaí;2010;63,07;92,49;89,73;60,70;30,70;6,38;0,43;343,49
41015;15ª RS Maringá;2010;42,90;72,55;83,97;65,86;31,02;6,32;0,11;302,73
41016;16ª RS Apucarana;2010;57,86;89,95;87,45;65,88;28,54;5,91;0,66;336,25
41017;17ª RS Londrina;2010;52,25;77,35;79,20;68,03;31,93;8,63;0,45;317,83
41018;18ª RS Cornélio Procópio;2010;59,92;88,44;82,23;60,38;27,86;5,15;0,25;324,22
41019;19ª RS Jacarezinho;2010;68,61;95,36;82,57;56,64;29,28;7,00;0,21;339,68
41020;20ª RS Toledo;2010;49,07;79,99;88,52;65,45;29,50;6,96;0,53;320,02
41021;21ª RS Telêmaco Borba;2010;77,77;109,08;85,07;61,97;32,03;9,35;0,76;376,02
41022;22ª RS Ivaiporã;2010;60,24;105,28;92,72;58,81;30,05;8,20;1,28;356,58
42001;Extremo Oeste;2010;38,26;76,25;82,83;65,87;32,34;9,56;0,49;305,60
42002;Oeste;2010;49,12;73,11;79,19;70,08;34,98;9,53;0,63;316,64
42003;Xanxerê;2010;65,94;88,24;86,32;65,47;32,66;9,36;0,94;348,91
42004;Alto Vale do Itajaí;2010;50,44;84,77;87,21;65,38;32,67;7,91;;328,38
42005;Foz do Rio Itajaí;2010;52,40;83,05;80,19;63,35;32,60;8,36;0,52;320,46
42006;Médio Vale do Itajaí;2010;40,70;69,24;76,96;64,73;32,93;8,41;0,20;293,17
42007;Grande Florianópolis;2010;45,41;66,15;70,67;65,17;35,30;8,92;0,62;292,24
42008;Meio Oeste;2010;55,63;81,18;79,23;61,50;31,13;5,53;0,94;315,13
42009;Alto Vale do Rio do Peixe;2010;76,36;101,12;83,38;62,01;32,73;7,62;0,86;364,09
42010;Alto Uruguai Catarinense;2010;41,49;73,44;87,39;69,01;40,27;10,80;0,76;323,16
42011;Nordeste;2010;47,39;78,55;84,86;67,79;34,49;8,65;0,49;322,22
42012;Planalto Norte;2010;54,62;94,78;87,00;67,86;32,08;9,31;0,42;346,07
42013;Serra Catarinense;2010;64,54;91,57;80,76;66,33;29,81;7,64;0,40;341,05
42014;Extremo Sul Catarinense;2010;49,66;80,18;84,41;60,70;36,73;9,46;0,90;322,03
42015;Carbonífera;2010;44,98;74,81;77,12;62,80;32,26;6,21;0,45;298,64
42016;Laguna;2010;42,84;72,07;82,05;61,97;31,08;8,67;0,39;299,07
43001;Região 01 - Verdes Campos;2010;42,80;66,96;72,89;68,75;40,13;10,90;0,63;303,05
43002;Região 02 - Entre Rios;2010;46,96;72,09;77,46;56,36;29,48;10,29;0,85;293,50
43003;Região 03 - Fronteira Oeste;2010;61,22;91,91;85,78;66,88;37,38;9,97;0,59;353,74
43004;Região 04 - Belas Praias;2010;54,90;92,84;91,94;69,58;33,53;10,34;0,39;353,51
43005;Região 05 - Bons Ventos;2010;53,31;83,49;81,40;61,92;36,86;7,81;0,40;325,21
43006;Região 06 - Vale do Paranhana e Costa S;2010;54,13;82,31;78,80;67,21;31,80;10,41;0,65;325,30
43007;Região 07 - Vale dos Sinos;2010;46,25;74,55;74,55;65,27;37,01;9,07;0,68;307,37
43008;Região 08 - Vale do Caí e Metropolitana;2010;51,56;83,96;78,88;67,64;38,07;9,73;0,65;330,48
43009;Região 09 - Carbonífera/Costa Doce;2010;47,79;78,68;83,45;59,83;36,83;8,59;0,36;315,53
43010;Região 10 - Capital e Vale do Gravataí;2010;51,92;74,81;70,84;65,71;42,88;12,03;0,77;318,95
43011;Região 11 - Sete Povos das Missões;2010;49,36;68,67;79,35;64,03;43,08;9,52;0,56;314,58
43012;Região 12 - Portal das Missões;2010;56,50;85,66;81,46;70,91;37,30;7,55;0,34;339,72
43013;Região 13 - Diversidade;2010;41,78;68,04;78,19;68,12;40,18;9,19;0,73;306,22
43014;Região 14 - Fronteira Noroeste;2010;32,47;62,70;78,53;68,27;35,56;8,33;0,67;286,50
43015;Região 15 - Caminho das Águas;2010;42,79;73,84;81,00;66,79;39,12;10,81;1,04;315,39
43016;Região 16 - Alto Uruguai Gaúcho;2010;40,23;62,70;65,83;61,81;38,77;9,25;0,56;279,15
43017;Região 17 - Planalto;2010;45,39;68,89;72,73;70,22;39,18;9,52;0,91;306,84
43018;Região 18 - Araucárias;2010;37,32;66,61;73,34;65,38;38,09;6,18;0,61;287,53
43019;Região 19 - Botucaraí;2010;53,15;74,80;79,65;71,43;33,44;9,33;;321,80
43020;Região 20 - Rota da Produção;2010;52,35;78,95;79,75;71,40;37,78;12,24;0,33;332,81
43021;Região 21 - Sul;2010;51,53;75,28;74,43;59,58;32,39;9,28;0,54;303,02
43022;Região 22 - Pampa;2010;54,71;88,86;82,63;62,52;40,40;12,80;0,89;342,82
43023;Região 23 - Caxias e Hortênsias;2010;46,42;71,74;73,47;70,33;41,23;11,36;0,61;315,15
43024;Região 24 - Campos de Cima da Serra;2010;66,80;95,80;82,94;73,51;36,65;10,49;0,60;366,79
43025;Região 25 - Vinhedos e Basalto;2010;32,71;55,14;61,41;61,27;37,48;9,90;0,65;258,56
43026;Região 26 - Uva Vale;2010;34,06;53,34;70,20;68,65;36,62;10,98;;273,86
43027;Região 27 - Jacuí Centro;2010;50,99;74,42;81,16;71,39;36,63;9,76;0,67;325,02
43028;Região 28 - Vinte e Oito;2010;38,52;62,20;70,25;64,67;35,01;8,40;0,59;279,64
43029;Região 29 - Vales e Montanhas;2010;32,50;55,14;65,66;59,65;36,65;8,03;0,39;258,00
43030;Região 30 - Vale da Luz;2010;39,21;60,58;80,28;66,16;38,44;10,10;0,69;295,46
50001;Campo Grande;2010;70,15;104,00;92,42;60,10;28,61;6,96;0,59;362,82
50002;Corumbá;2010;88,58;123,22;104,67;75,92;45,62;11,73;0,84;450,58
50003;Dourados;2010;83,67;107,49;92,89;65,30;29,60;8,32;0,99;388,25
50004;Três Lagoas;2010;73,26;99,67;82,01;54,88;21,62;4,33;0,38;336,14
51001;Alto Tapajós;2010;70,32;111,38;90,02;57,29;27,18;7,05;0,32;363,57
51002;Baixada Cuiabana;2010;68,34;99,58;88,88;61,50;27,30;6,39;0,31;352,31
51003;Araguaia Xingu;2010;80,54;114,42;82,56;47,63;16,40;4,05;;345,60
51004;Centro Norte;2010;79,49;99,42;82,13;49,44;21,50;4,22;0,76;336,96
51005;Garças Araguaia;2010;70,33;93,97;79,04;40,97;16,39;4,91;0,84;306,45
51006;Médio Araguaia;2010;74,43;109,75;71,70;48,30;16,82;4,19;;325,19
51007;Médio Norte Matogrossense;2010;75,34;106,28;99,03;58,77;24,02;5,00;0,35;368,79
51008;Noroeste Matogrossense;2010;84,89;120,52;94,66;50,56;15,76;3,62;0,60;370,62
51009;Norte Araguaia Karajá;2010;68,35;98,06;48,31;28,00;19,76;4,82;;267,31
51010;Norte Matogrossense;2010;68,67;109,60;95,60;49,14;19,70;3,39;0,47;346,56
51011;Oeste Matogrossense;2010;67,90;105,59;84,34;53,61;17,84;3,01;0,37;332,68
51012;Sudoeste Matogrossense;2010;79,99;114,47;89,01;54,58;20,69;5,14;1,36;365,25
51013;Sul Matogrossense;2010;77,75;111,18;92,00;58,19;25,03;5,22;0,22;369,59
51014;Teles Pires;2010;75,33;102,57;92,59;62,29;31,31;6,66;0,33;371,07
51015;Vale do Peixoto;2010;63,22;98,49;84,89;41,85;18,76;2,87;0,34;310,40
51016;Vale dos Arinos;2010;78,84;123,07;93,41;51,40;22,55;6,18;1,27;376,71
52001;Central;2010;48,64;79,94;81,93;61,89;28,95;6,63;0,39;308,35
52002;Centro Sul;2010;62,80;97,51;86,84;54,87;22,90;5,03;0,17;330,12
52003;Entorno Norte;2010;68,37;95,57;81,26;49,66;20,72;8,34;0,65;324,56
52004;Entorno Sul;2010;63,46;97,05;79,89;53,33;27,68;7,78;0,78;329,96
52005;Estrada de Ferro;2010;57,76;89,86;81,94;56,73;19,73;4,11;0,12;310,24
52006;Nordeste I;2010;85,60;117,74;103,45;57,95;23,02;6,80;2,69;397,25
52007;Nordeste II;2010;82,62;113,45;86,57;48,43;17,89;2,87;1,98;353,81
52008;Norte;2010;74,02;105,73;77,92;38,74;17,14;3,30;;316,86
52009;Oeste I;2010;67,31;101,60;76,76;39,47;10,98;2,20;;298,32
52010;Oeste II;2010;57,89;88,63;77,04;37,28;9,11;2,93;0,82;273,69
52011;Pirineus;2010;58,17;99,05;93,43;60,86;25,11;6,39;0,13;343,14
52012;Rio Vermelho;2010;64,87;99,80;73,17;36,60;15,95;2,73;;293,13
52013;São Patrício I;2010;60,10;102,51;83,65;42,15;17,53;4,57;;310,51
52014;Serra da Mesa;2010;66,18;102,63;81,36;45,49;16,98;3,06;0,27;315,96
52015;Sudoeste I;2010;75,56;104,03;83,24;48,80;20,45;4,23;0,34;336,64
52016;Sudoeste II;2010;71,89;98,25;87,69;54,67;20,20;3,79;;336,49
52017;Sul;2010;62,57;101,77;85,50;49,62;18,33;4,10;0,25;322,13
52018;São Patrício II;2010;62,30;103,26;78,85;45,96;20,43;5,15;;315,94
53001;Distrito Federal;2010;51,35;83,65;84,25;72,94;43,30;11,87;0,83;348,19
55;Brasil;2010;62,33;91,91;83,12;62,22;33,00;8,96;0,67;342,21
